Timestamp,School Name,pumpkin_diameter,pumpkin_thickness,pumpkin_height,rubber-band_length,rubber-band_width,pumpkin_circumference,rubber-band_number,"If you video taped your explosion and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Teacher Name / Twitter Name,Comments,"If you video taped your destruction and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Teacher Name or Twitter Name,Make an Estimate!!!! - How many rubber bands will make this pumpkin explode?,"If you video taped your destruction and uploaded it to YouTube/Vimeo, etc. Please provide the URL",Watch Act 3 to see the pumpkin explode! [watch only after estimating]
10/31/2016 7:31:17,General Amherst H.S.,27,,20,8,3,77,460,,Mrs. MacKinnon,,,,350,,
10/31/2016 8:50:09,Huron Heights Secondary School,21,2.7,18,15,1,70,450,,Mr. Wayne Lowe,,,,155,,
10/31/2016 8:50:25,HHSS,26,3,25.5,15,1,80.8,500,,schaefer,,,,307,,
10/31/2016 9:00:44,HHSS,26,3,24,15,1,80,340,,Shaefer,,,,214,,
10/31/2016 9:02:29,Huron Heights Secondary School,23,2,31,15,1,81,655,,Schaefer,,,,207,,
10/31/2016 9:04:51,heron hights,30,3.5,27,15,15,15,510,,shafer,,,,410,,
10/31/2016 9:05:42,Hhss,25.1,3,21.7,15,1,79.1,550,,Mrs.schaefer,,,,207,,
10/31/2016 9:06:06,Jacob Hespeler Secondary School,25,9,29,8.89,3.2,82,233,,Barrett,,,,350,,
10/31/2016 9:16:24,HHSS,8.5,1,11,15,1,27.5,570,,Schaefer,gross stuff ,,,214,,
10/31/2016 9:18:16,Jacob Hespeler Secondary School,18,3,17,8.89,3.2,52,610,,Barrett,,,,200,,
10/31/2016 9:33:29,Whitehall Middle School,15,2,13,14,5,50,157,,Mr. Boyd / @aboyd814,,,,,,
10/31/2016 10:09:50,Walkerville Collegiate Institute,30,4.5,30,19,3,86.5,250,https://youtu.be/ayeDxwfICBY,@aliceaspinall,,,,205,,
10/31/2016 10:21:25,,26,4.5,33,19,3,92,740,,,,,,439,,
10/31/2016 10:33:41,Whitehall Middle school,13,2,11,14.1,5,43,58,,Mr. Boyd / @jaboyd814,,,,,,
10/31/2016 11:07:15,Preston High School,27.06,3,22,15,2,85,474,,S. Fortney,,,,264,,
10/31/2016 11:34:43,École secondaire publique Mille-Îles,24.5,4,24.5,16.7,0.3,79,288,,Julie Soini,"The pumpkin was 16 days old (picked form the farm on Oct. 15th).  It was not rotten in the middle. We calculated the mean of the thickness (different thicknesses at different spots). Our elastics were colourful.
So much FUN!!!
We measured as acurately as possible.

Our video will be on school's facebook page for ESP Mille-Iles",,,255,,
10/31/2016 11:41:41,North Shore,23.7,3.5,22,10,3,74.5,151,,Ms. Greer,We started putting on 5 at a time then decreased to two at a time then one at a time as the number of elastics increased. ,,,202,,
10/31/2016 12:27:28,,14,3.25,29,8.89,8.89,44,170,,,,,,275,,
10/31/2016 12:42:38,JH Putman,24,3,22.5,32,2,100,756,,Ms. Phelan,,,,1538,,
10/31/2016 12:44:32,JH Putman,24,3,22.5,32,2,100,756,,Ms. Phelan,,,,1538,,
10/31/2016 12:45:55,JH Putman,24,3,22.5,32,2,100,756,,Ms. Phelan,,,,1538,,
10/31/2016 12:46:31,Jacob Hespeler SS,12,2,13,8.89,0.32,39.7,286,,Pope/@mathingpope,"it was really small, it was kinda squishy to start with",,,250,,
10/31/2016 12:58:47,huron heights secondary school,23.5,3,20,15,1,29,478,,allison pazuk,,,,,,
10/31/2016 12:59:25,Huron ,24,2,25,15,1,74.4,309,,Pazuk ,,,,,,
10/31/2016 13:05:01,hhss,24,2.5,19.5,15,1,65,600,,pazuk,Putting on groups of 10 helps the increase of the explosion.,,,,,
10/31/2016 13:07:49,Huron Hights,26,2.3,25,15,1,78,360,,Mrs. Pazuk,,,,207,,
10/31/2016 13:12:27,Jacob Hespeler Secondary School,22,3.9,28.6,8.89,0.32,73.5,735,,Pope/@mathingpope,,,,250,,
10/31/2016 13:13:35,Jacob Hespeler Secondary School,26,2.9,23,8.89,0.32,82,455,,Pope/@mathingpope,,,,250,,
10/31/2016 13:14:34,Huron Heights,23,2.5,20,15,1,66,725,,Ms. Pazuk,,,,150-Maddy 250-Sam 275-Ryan,,
10/31/2016 13:20:22,,21,2.5,33,15,1,60,680,,,,,,275,,
10/31/2016 13:42:18,Green Timbers Elementary,0,3.5,32,8.5,3,81,546,,Utsunomiya,,,,560,,
10/31/2016 13:48:33,Green Timbers,39,3,28,10,5,78,203,,Utsunomiya,"We thought that it was interesting that all of the rubber bands gathered together to form a ball!  
The pumpkin fell over and rolled many times
We had to hold up our pumpkin to keep it from falling.  

We were surprised by the results - some of us thought that it would crack, some thought that it would make a loud sound, some thought that it wouldn't do anything.
It was fun!",,,1738,,
10/31/2016 14:15:56,South Grenville District High School,18.2,2.7,17,,,57,535,"7.5cm x 1/8""",Mr. Green,,,,300,,
10/31/2016 16:43:28,,30,3.4,29,8.9,0.6,91.6,110,,,,,,,,
10/31/2016 17:51:37,Southwood Secondary,16.24,3.5,17.5,8,,51,390,,,,,,,,
10/31/2016 21:03:41,Central Huron Secondary School (SPH4U),29.5,4.5,23,8.9,0.63,90,136,https://twitter.com/MsAGilbert/status/793198147006828544,Alyssa Gilbert/ @MsAGilbert,,,,275,,
10/31/2016 21:05:12,Central Huron Secondary School (SPH3U/4C),27,3,24.5,8.9,0.63,86,163,NA,Alyssa Gilbert/@MsAGilbert,,,,250,,
11/1/2016 9:06:18,JHSS,15,2.1,16.5,8.89,32,48,223,,Cleverley,,,,,,
11/1/2016 9:06:44,JHSS,15,2.1,16.5,8.89,32,48,223,,Cleverley,,,,,,
11/1/2016 9:10:49,hayden,42,,30,8.89,0.63,84,350,,ms.briggs,,,,320,,
11/1/2016 9:11:28,Hayden,25,4,40,4,4,23,710,,Briggs,,,,270,,
11/1/2016 9:12:25,hayden ,41,,27,8.89,32,82,550,,briggs,exploded later,,,250,,
11/1/2016 9:13:13,Dr Frank J Hayden ,42,4,43,8.89,6.3,84,229,,@MsBriggsHDSB,,,,236,,
11/1/2016 9:13:23,dr frank j hayden,37,10,29.5,8.8,0.63,82,147,,briggs,,,,223,,
11/1/2016 9:13:33,Hayden,25,4,40,6,4,23,710,,@MsBriggsHDSB,We put 710 rubber bands on the pumpkin and it still didnt pop until 20 min after my class. The rubber band did make an ident in the pumpkin (my group used thin rubber band not thick),,,276,,
11/1/2016 9:13:34,hayden,42,,30,8.89,0.63,84,250,,@msbriggsHDSB,,,,320,,
11/1/2016 9:13:37,Hayden,42,4,30,8.89,6.3,84,250,,Ms.Briggs,,,,320,,
11/1/2016 9:13:38,Dr. Frank J Hayden,42,4,43,10,6.3,84,229,,Ms.Briggs,,,,231,,
11/1/2016 9:13:40,Hayden,37,1,29.5,8.89,0.63,82,137,,@MsBriggsHDSB,We smashed our pumpkin because we ran out of time in class,,,1582,,
11/1/2016 9:13:40,Hayden ,82,,72,8.89,3.2,82,530,,Ms Briggs ,Took a long time to break after putting on all the rubber bands ,,,,,
11/1/2016 9:13:41,hayden,25,4,41,9,4,23,259,,ms briggs,,,,608,,
11/1/2016 9:13:49,Hayden ,12,4,11,8,6,34,250,,Ms Briggs ,,,,250,,
11/1/2016 9:13:52,Dr Frank j Hayden,42,4,43,8.89,6.3,84,229,,@MsBriggsHDSB,It was a small pumpkin,,,342,,
11/1/2016 9:14:44,dr frank j hayden ss,30.49,,27.94,8.89,6.3,86.36,140,,@msbriggsHDSB,Did not explode,,,237,,
11/1/2016 9:14:45,dr frank j hayden,12,,11,8.89,6.3,37,180,,briggs,did not explode,,,237,,
11/1/2016 9:15:18,Dr. Frank J Hayden ,1,,27,8.89,6.2,82,570,,Ms. Briggs ,Pumpkin did not explode. also don't know the diameter ,,,708,,
11/1/2016 9:15:19,Frank J Hayden,42,,30,8.89,0.63,84,50,,@MsBriggsHDSB,,,,320,,
11/1/2016 9:16:46,Jacob Hespeler Secondary School,15,2,9,8.89,0.63,46,142,,Cleverley,,,,200,,
11/1/2016 9:21:31,Robert B. Glenn High School,28,2.3,25,16.5,4,92,294,,Alli George / @BlizzardofMath,We didn't finish in one class period and had to finish during my planning period. Pumpkin sat with 145 rubber bands around it for about 15 minutes before resuming adding rubber bands.,,,,,
11/1/2016 9:33:28,Hayden ,82,,72,8.89,3.2,82,530,,Ms Briggs ,Took a long time to break after putting on all the rubber bands ,,,,,
11/1/2016 10:40:30,,25.8,3,26,16.7,2,84.6,468,,,"-We ran out of rubber bands and had to use a different size rubber band at approximately 250.
-It was exciting
",,,,,
11/1/2016 15:24:11,Robert B. Glenn High School,28,2.4,29,16.5,4,89,419,,Alli George / @BlizzardofMath,,,,,,
11/1/2016 17:10:33,Delview Secondary,18.5,3,20,,,64,488,,Ms. Couwenberghs,"We got to 357 and had to wait until the next class.  There were bruises on the pumpkin the next day.  The pumpkin wall was weaker, and therefore took fewer bands. ",,,240,,
11/2/2016 9:35:15,Preston High School,23,2.7,27,15,2,76,970,,Cove-Shannon,"We used a white pumpkin, which seem to be more structurally sound than the orange pumpkins!  After 2 days of placing elastics on the pumpkin, it still had not exploded during class.  However, it did explode during an afternoon class while sitting on a shelf.  Exciting!  Beware the white pumpkin!",,,232,,
11/2/2016 9:47:50,Pinewoood,24,3,18,18.5,5,30,225,https://youtu.be/42mohlvFBkl,@lbarrbarr,"I thought that it was super fun to do!
 You need to put the rubber bands in the middle.",,,235,,
11/2/2016 9:53:01,Pinewood,25,3,38,18.5,5,81,165,https://youtu.be/42mohlvFBkl,@lbarrbarr,"Next year you should do small pumpkins so it is easier to crack open.
Our class enjoyed the exploding pumpkins. We hope to do it again with smaller sized pumpkins. Thank you again for the awesome project!",,,200,,
11/2/2016 9:56:49,Pinewood Elementary Jenison Mi,25,2,26,18.5,5,18,206,https://youtu.be/42mohlvFBkl,@lbarrbarr,I like how you get to EXPLODE the pumpkin!! How do the rubber bands have enough energy to explode the pumpkin? Boom Boom Boom #boom # awesome. What was the thickness of the shell of the pumpkin in the Jimmy Fallon Video?,,,198,,
11/2/2016 9:57:53,Pinewood Elementary Jenison MI,26,2,39,18.5,5,89,181,https://youtu.be/42mohlvFBkl,@lbarrbarr,"I wonder if it would be any different if you used a white pumpkin? 

I wonder if you used a smaller pumpkin if it would pop the same?

I wonder if you would have to use more rubber bands with a smaller pumpkin?

I wonder if it would make a difference if you were to use a different material of rubber bands?",,,197,,
11/2/2016 9:58:03,Pinewood,29,1,23,18.5,5,58,210,,@lbarrbarr,"I think important info is the circumference of the whole pumpkin
also the height.
 ",,,,,
11/2/2016 10:00:11,"Pinewood Elementary Jenison, MI",28,3,34,18.5,5,83,215,,@lbarrbarr,"I was wondering if the size of the pumpkin and the size of the rubber bands changes how many rubber bands it takes to break it?

I was wondering if the pumpkin would explode faster if there were no guts in the pumpkin?

I was wondering if the pumpkin would brake faster if the top was cut out?",,,198,,
11/2/2016 10:03:11,"Pinewood Elementary,  Jension, MI",25,2,30,18.5,5,83,200,https://youtu.be/42mohlvFBkl,@lbarrbarr,"I liked how we got to use our hands in the project. I liked how we could watch the pumpkin explode.I liked the part when we got close to the pumpkin exploding and you were scared to put more rubber bands on it.I liked that when the pumpkin exploded all the guts, and the seeds would go everywhere. ",,,200,,
11/2/2016 10:03:47,Pinewood ,30,3,20,18.5,5,69,185,https://youtu.be/42mohlvFBkl,@lbarrbarr,I was surprised how many rubber bands it took to explode our pumpkin. I was happy when it finally exploded and it was really funny. I enjoyed using our own data instead just copying it down.  ,,,200,,
11/2/2016 10:04:04,Pinewood ,30,3,20,18.5,5,69,185,https://youtu.be/42mohlvFBkl,@lbarrbarr,I was surprised how many rubber bands it took to explode our pumpkin. I was happy when it finally exploded and it was really funny. I enjoyed using our own data instead just copying it down.  ,,,200,,
11/2/2016 13:08:13,hhss,25.5,,21,15,1,71,500,,pazuk,,,,500,,
11/3/2016 11:48:00,Gladstone Secondary,23.5,3.5,22.5,8.1,0.3,68.5,389,,Liu,,,,300,,
11/3/2016 11:49:41,Gladstone Secondary,26.7,,23,8.1,0.3,83,549,,Liu,,,,,,
11/3/2016 13:00:58,,32.5,4,28.5,9,5,102,186,,,Fun,,,,,
11/3/2016 13:04:26,D.A Moodie is,31.8,3,26.5,8,5,100,213,,,FuN,,,,,
11/4/2016 13:09:30,Tristan,1,,,,,1,1,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
11/6/2016 0:16:25,,23,,18.5,,,70,451,https://www.youtube.com/watch?v=QiOoSdgY-m4,,,,,,,
,,,,,,,,,,,,,,,,
11/10/2016 11:04:08,,30,5,24,10,2,94.24,293,,,,,,,,
11/10/2016 11:18:24,,21.5,3.5,17,3.15,5,64,484,,,"top flew 5 feet into the air
used a white pumpkin
inside was green/white",,,,,
11/11/2016 10:53:28,Fort frances highschool,80,25,23,8.89,0.63,80,190,,@jgibson314,the pumpkins blow after there is enough elastics and then you leave it.,,,200,,
11/11/2016 10:53:50,Fort fances high school,28,6,32,8.89,0.63,101,335,,jbibson314,"At 12:38pm the large tall pumpkin started to burst. it sounded like a bomb because the elastics started to cut through the pumpkin one by one. Shortly there after the top pf the pumpkin flew into the air, screams were heard. We learned that even without adding any rubber bands pressure to the pumpkin with time it will still blow up.",,,300,,
11/14/2016 10:42:10,Fort Frances,30,,16,,,90.16,179,,@jgibson314,,,,207,,
1/17/2017 9:17:26,Jean Steckle,34,2,22,12,0.3,84,153,,Ms. Straatman,,,,350,,
9/26/2017 15:51:55,Edmonton Christian West,24,3.6,20,9,6,77,140,,Mr. Wallace,,,,250,,
10/4/2017 9:27:32,Obama Academy,27.4,4,28,8.9,6,85,200,,Mr Copich,,,,300,,
10/4/2017 9:29:06,Obama Academy,22.6,3,26,8.9,3,71,300,,Mr Copich,,,,300,,
10/23/2017 13:53:39,,37,5.5,31,9.5,3,96,425,,,,,,425,,
10/23/2017 13:54:00,,37,5.5,31,9.5,3,96,425,,,,,,425,,
10/24/2017 13:07:55,,37,5.5,31,9.5,3,96,420,,,,,,,,
10/26/2017 14:30:01,KLDCS,30,3,30,15,1.6,95,300,,J Darling,,,,300,,
10/26/2017 14:31:37,KLDCS,27.056,4,31,15,1.66,85,350,,J Darling ,,,,400,,
10/26/2017 14:40:41,KLDCS,27.88,3,29.92,8,2,87.59,235,,J Darling,,,,,,
10/26/2017 14:46:12,KLDCS,39,4,35,16.6,1.5,82,655,,J darling,"our pumpkin had the top-down shape of a triangle.
It's most likely an outlier.",,,,,
10/27/2017 13:46:35,KLDCS,30,3,26,8,3,84,772,,J Darling,,,,,,
10/30/2017 10:22:53,R.A Riddell,32,3.5,26,8.89,0.63,98,213,,McEwen/ @mcewenshawn,,,,500,,
10/30/2017 12:17:57,,27,,30,8.89,0.63,94,211,,,,,,,,
10/30/2017 13:11:30,Double Peak School,24,3,23,8.9,0.3,78,290,,@danluevanos,,,,274,,
10/30/2017 14:21:32,R.A. Riddell,30,4.5,21,8.89,0.63,96.5,302,,Shawn McEwen,,,,,,
10/30/2017 20:27:17,St. Patrick High School ,11.5,2.5,24,8.89,0.32,80,230,,Tombolan,So much fun! The students wanted to do another one right away!,,,275,,
10/31/2017 8:29:35,Whitehall Middle school,14.5,3,14,7,7,47.5,59,,Boyd,,,,100,,
10/31/2017 9:05:56,Jacob Hespeler Secondary School,26.5,3.2,28.5,8.89,0.63,88,129,,Miss. Barrett,,,,170,,
10/31/2017 9:12:51,Jacob Hespeler Secondary School,26,3,24.5,8.89,0.63,86.5,183,,Miss. Barrett,,,,,,
10/31/2017 9:25:37,St. Ann (SC),16,2.5,15,18,5,54,88,,Mrs. Hulan,,,,212,,
10/31/2017 9:32:02,St. Ann,28,,26,9,0.5,90,123,,Mrs. Hulan,,,,224,,
10/31/2017 9:34:04,St. Ann's Catholic Elementary School,15.5,3,20,9,6,57.5,236,,Mr. Kelly,,,,75,,
10/31/2017 9:35:52,St.Ann,28,3,26,9,0.5,90,123,,Mrs. Hulan,,,,263,,
10/31/2017 9:36:14,st ann,15,2,15,8.5,0.5,41,150,,Mrs.Hulan,,,,100,,
10/31/2017 9:44:16,st.ann,15,16,20,9,6,52,50,,Mrs.Hulan,it was cool,,,-,,
10/31/2017 9:45:11,st.ann,17,4,20,18,8,60,295,,Beth Hulan,There's a dent in the side of the pumpkin,,,130,,
10/31/2017 9:45:42,Whitehall Middle School,11.5,2,18,6.5,5,43.5,126,,Boyd,,,,100,,
10/31/2017 10:06:27,St. Ann,16,5,15,9,0.5,57,553,,Mr. Kelly,,,,,,
10/31/2017 10:33:34,Fairwind Senior Public School,36,7,28,31,2,99,892,,@LAWood15,,,,225,,
10/31/2017 11:22:57,Fairwind Senior Public School,28,3,26,30,2,91,554,,@LAWood15,,,,775,,
10/31/2017 11:34:40,Walkerville Collegiate Institute,25,3.2,24,10,2,82,244,,@aliceaspinall,,,,200,,
10/31/2017 12:18:40,st.ann,16,3,10,9,5,46,205,,mr.kelly,Putting on 2 or more rubber bands at a time is more efficient.,,,269,,
10/31/2017 12:21:47,Ryerson,26,3,35,,,86,215,,Epp,,,,253,,
10/31/2017 12:37:17,Westview Middle School,28.01,4.3,39,10,5,88,260,,Ms. Ritz,Our pumpkin was tall and thin. ,,,,,
10/31/2017 12:55:03,,27.5,4,29.5,8,,94,397,,Ms. Della Rossa/Ms. Burchat,,,,250,,
10/31/2017 13:13:12,Cedar Park ,18.59,2.5,21,21,6,58.42,118,,@mrstuftymath  ,our pumpkin was stringy in the middle!,,,160,,
10/31/2017 13:15:19,Robert B. Glenn High School,25.4,2.5,21.6,7.6,3.2,81.3,189,https://www.youtube.com/watch?v=EukFLmU9D9k&list=UUTWXauDs-vLFcexsPfZ-EiQ,Alli George @BlizzardofMath,,,,,,
10/31/2017 13:15:20,Cedar Park ,25,2,21,21,6,79.5,80,,@mrstuftymath  ,,,,100,,
10/31/2017 13:17:53,Cedar Park,24.3,2,18,21,6,76,80,,@mrstuftymath  ,,,,70,,
10/31/2017 13:20:11,Fairwind Senior Public School,29,3.5,28,30,2,91,435,,@LAWood15,,,,350,,
10/31/2017 13:26:15,R.B. Glenn High School,24,2.5,22,7.6,3.2,88,96,https://youtu.be/xeOBvszob6w,Alli George @BlizzardofMath,,,,,,
10/31/2017 14:10:35,Cedar Park,24,2,-1,19,6,77,71,,@mrstuftymath  ,,,,,,
10/31/2017 14:11:23,Cedar Park,24,2,21,18,6,77,129,,@mrstuftymath  ,,,,,,
10/31/2017 14:12:14,Cedar Park,26,2,20,18,6,81,102,,@mrstuftymath  ,,,,,,
10/31/2017 14:25:35,Pavillon Rockland  - 8-01A,23.6,2.4,18.3,12.3,7,74.3,108,,Mme Lucie Dauth,,,,180,,
10/31/2017 14:29:44,Pavillon Rockland 8-01B,23.6,2.5,21.5,9.2,3,69,143,,Mme Lucie Dauth,,,,340,,
10/31/2017 14:34:26,,31.85,4,28,16,0.3,100,491,,,The pumpkin seemed very heavy.,,,,,
10/31/2017 15:04:04,North Shore Public School,27,3,28.5,18,3,91,279,,Ms. Greer,,,,500,,
10/31/2017 15:04:51,Naahii Ridge Public School,28,3,26,7.9,0.3,87,523,,Martin,Fun times,,,375,,
10/31/2017 15:07:31,Acton High School,26.3,3.5,29,9.5,6,82.5,90,,Platnar,,,,210,,
10/31/2017 15:08:46,Acton High School,29,4,33,9.5,6,90,157,,Platnar,,,,210,,
10/31/2017 15:18:10,R.B. Glenn High School,26,1,26,7.6,3.2,89,154,https://youtu.be/rj1l7ppNUjQ,Alli George @BlizzardofMath,,,,,,
10/31/2017 15:56:16,Pavillon Rockland 8-02A,19.74,3,19.5,11.2,3,62,166,,Mme Lucie Dauth,,,,169,,
10/31/2017 15:57:24,Cedar Park,25,2,23,20,6,78,110,,@mrstuftymath  ,,,,,,
10/31/2017 15:58:28,Pavillon Rockland 8-02B,24.5,2.5,23.7,11,3,77,174,,Mme Lucie Dauth,,,,444,,
10/31/2017 15:58:51,Cedar Park,26,,23,20,6,84,91,,@mrstuftymath  ,,,,,,
10/31/2017 15:59:32,Cedar Park,25,2,25,18,6,75,54,,@mrstuftymath  ,,,,,,
10/31/2017 16:01:33,Pavillon Rockland 8-03A,25.35,3,20,11,7,79.6,109,,Mme Lucie Dauth,,,,132,,
10/31/2017 16:03:18,Pavillon Rockland 8-03B,22.8,3,20.6,9,3,71.5,249,,Mme Lucie Dauth,,,,90,,
10/31/2017 16:15:12,Ecole South Pointe School,24,2,20,15,3,80,360,,@stephanieaisaac,The top popped off. All the elastics balled up. ,,,100,,
10/31/2017 17:04:11,Cedar Park,26,2.5,23,19,6,83,115,,@mrstuftymath  ,,,,200,,
10/31/2017 17:06:51,Cedar Park,27,2.5,22,18,6,85,121,,@mrstuftymath  ,,,,,,
10/31/2017 18:03:08,Marshall Springs,21,3,22,8.89,32,65,249,,Jones,,,,400,,
10/31/2017 18:04:01,Marshall Springs,20,4,21,8.89,32,64,403,,Jones,,,,200,,
10/31/2017 18:04:47,Marshall Springs,20,2.5,21.5,8.89,32,63,302,,Jones,,,,300,,
10/31/2017 20:47:07,,22.5,3.5,31,9.2,7,73.5,326,https://www.youtube.com/watch?v=HVEt-i4I9qw,,"Obviously, the students did not group the rubber bands very tightly and I think this contributed to the high number required.",,,,,
10/31/2017 21:09:41,Acton High School,29,3.5,25.4,9.5,6,91,195,,Platnar,,,,230,,
10/31/2017 21:11:31,Acton High School,28.65,3.5,30,9.5,6,90,185,,Platnar,,,,225,,
10/31/2017 21:11:51,Acton High School,29,3.5,25.4,9.5,6,91,195,,Platnar,,,,230,,
11/1/2017 10:06:09,Ecole Van Walleghem,26.3,3.5,20,17,0.3,82.5,373,,Kelsey Valcourt,,,,,,
11/1/2017 10:32:10,Sacred Heart,9,4,31,19,9,66,195,https://youtu.be/MH3Yq_WC23s,Mrs. Hutchinson/ jhutchspeth,Such a fun experiement.,,,194,,
11/1/2017 11:12:22,Aidan Geary,37,5,32,14,5,114,650,,Ms.Pazuk,,,,500,,
11/1/2017 11:16:35,Henry G. Izatt Middle School,30,3.5,24,15.5,1,95,941,,@MsCPry,"Interesting- used Staples #24 elastics; noticed these are significantly different from another brand of #24 elastics- less thick, more stretchy- stronger in the sense they stretched further but not creating significant force. Trying the other brand today.",,,220,,
11/1/2017 11:20:26,Henry G. Izatt Middle School,28.5,5,33,15.5,1,91,1025,,@MsCPry,Had the same elastics (Staples #24) as with previous class- 700 elastics were loaded on the pumpkin and popped off so number of elastics actually used may be inaccurate- we missed recounting after the explosion to confirm. Clearly our estimates were way off from the videos and reading previous tests before.,,,900,,
11/1/2017 12:24:52,IRHS,14,1.5,15,19,7,48,135,,Briggs,,,,100,,
11/1/2017 12:26:11,Iroquois Ridge High School,30,4,26,10,0.5,69,210,,Ms. Bridges ,,,,75,,
11/1/2017 12:30:00,IRHS,22,3,21,8.89,63,76,193,,Briggs,,,,,,
11/1/2017 12:31:30,Irhs,22,3,28,15,2,76,335,,Mrs.briggs,,,,,,
11/1/2017 12:32:40,iroquois Ridge High School,17,3,26,8.89,0.63,75,133,,Mrs.Briggs,,,,,,
11/1/2017 12:38:08,,23,3.5,26,15.24,1.5,79.5,480,,,,,,,,
11/1/2017 12:38:42,Iroquois Ridge High School,11.5,3,28.5,10,0.5,66,150,,Ms.Briggs,The pumpkin started to cave in on the sides when the pressure built up in the pumpkin.,,,150,,
11/1/2017 13:26:07,huron,37,4,24,2.4,0.6,25,447,,ms.pazuk,,,,400,,
11/1/2017 13:31:30,HHSS,37,5,32,14,50,114,660,,Ms.Pazuk,,,,200,,
11/1/2017 13:32:54,Huron Heights secondary school,39,3,32,2,2,118,700,,Mrs Pazuk,,,,400,,
11/1/2017 13:40:01,Huron heights,34,6,33,16,3,112,750,,mis.pazuk,,,,,,
11/1/2017 13:42:20,Huron Heights,34.5,3.5,35,12.3,0.2,112.2,402,,Pazuk,,,,377,,
11/2/2017 7:43:22,JHSS,13,1.8,20,8.89,0.63,44.5,112,,Pope,,,,350,,
11/2/2017 7:44:26,JHSS,20,2.4,33,8.89,0.63,85,194,,Pope,,,,,,
11/2/2017 7:45:34,Jacob Hespeler Secondary School (JHSS),17,3.5,36,8.89,0.63,81,297,,Pope,,,,,,
11/2/2017 9:23:43,South Tech Prepatory Academy,30.48,5.08,43.18,19,3,99.06,618,,Mrs.Solomon,,,,350,,
11/2/2017 9:24:32,South Tech Prepatory Academy,30.48,5.08,43.18,19,3,99.06,618,,Mrs.Solomon,,,,350,,
11/2/2017 9:24:32,South Tech Perp.,30.48,5.08,43.18,19,3,39,618,,Solomon,,,,,,
11/2/2017 9:24:35,South Tech Prepatory,15.24,12.7,48.26,19,3,15.24,610,,Ms. Solomon,,,,,,
11/2/2017 9:25:45,south tech prepatory academy,30.48,12.7,48.26,19,3,6,613,,Ms.Solomon,,,,,,
11/2/2017 9:26:10,south tech prepatory acaemy,30.48,12.7,48.26,19,3,15.24,610,,Mrs.Solomon,,,,600,,
11/2/2017 9:26:52,South Tech Prepatory Academy,25,5,14,19,3,40,635,,Ms.Solomon,,,,,,
11/2/2017 9:27:01,south tech prepatory academy,25,5,14,19,3,40,637,,solomon,,,,,,
11/2/2017 9:27:29,South Tech Prepatory,15.24,12.7,48.26,19,3,15.24,610,,Ms. Solomon,,,,,,
11/2/2017 9:27:29,South Tech Prepatory Acadamy ,15.24,12.7,48.26,19,3,15.24,610,,Solomon,,,,600,,
11/2/2017 9:27:36,South Tech Preparatory academy,15.24,12.7,48.26,19,3,15.24,16,,Ms.Solomon,,,,25,,
11/2/2017 9:41:01,ÉSC Jean-Vanier,14.5,1.75,14.5,8.89,0.635,45.55,191,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 9:41:51,ÉSC Jean-Vanier,15,2,13.5,8.89,0.635,47.12,270,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 9:42:31,ÉSC Jean-Vanier,14,1.5,12.2,8.89,0.635,46.2,219,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 9:43:14,ÉSC Jean-Vanier,14,2.5,12,8.89,0.635,43.98,224,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 9:52:47,SouthTech prep academy,27,,53.34,19,3,93.98,850,,Mrs. Solomon,,,,850,,
11/2/2017 9:52:50,SouthTechAcademyPrepatory,27,0,53,19,3,93,850,,Soloman,I don't know the thickness of my pumpkin.,,,,,
11/2/2017 9:55:50,ÉSC Jean-Vanier,17,2.5,14,8.89,0.635,53.38,145,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 9:56:36,ÉSC Jean-Vanier,14.8,2,13,8.89,0.635,46.47,150,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 9:57:14,ÉSC Jean-Vanier,14.5,2,15,8.89,0.635,45.53,150,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 9:57:59,ÉSC Jean-Vanier,14.2,1.1,,8.89,0.635,44.588,184,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 10:02:13,ÉSC Jean-Vanier,14.2,2,2,8.89,0.635,44.588,274,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 10:03:44,ÉSC Jean-Vanier,15.3,1.5,15.3,8.89,0.635,48.066,230,https://drive.google.com/drive/shared-with-me,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 10:04:19,ÉSC Jean-Vanier,17,2,15,8.89,0.635,53.4,190,,Tricia Poulin/@trishpoulin,,,,,,
11/2/2017 11:07:20,South tech prep ,100,24,30,19,3,39,510,,Solomon,This was a waste of time but it was fun and lit.,,,510,,
11/2/2017 11:10:19,south tech prep,58,40,14,54,49,68,47,,solomon,,,,602,,
11/2/2017 11:10:33,south tech preparatory academy,20,2,17,3,19,11,566,,soloman,,,,566,,
11/2/2017 11:10:46,south tech preparatory ,30,2,40,19,3,99,600,,Solomon ,,,,,,
